order_id,order_date,product_id,product_category,region,warehouse_id,stock_level,restock_lead_time,supplier_id,supplier_lead_time,demand_forecast,actual_demand,weather_impact,fuel_price,logistics_delay
ORD034297,2023-05-30,P075,Groceries,Asia,WH11,289.0,8,S007,5,508,410,Snowy,0.86,7
ORD034298,2025-01-09,P189,Automobile,Asia,WH08,842.0,6,S054,10,377,195,Snowy,1.09,0
ORD034299,2023-09-24,P112,Groceries,Europe,WH10,47.0,13,S043,6,339,235,Clear,1.01,8
ORD034300,2024-04-05,P363,Groceries,Asia,WH17,573.0,4,S056,18,890,988,Clear,1.39,5
ORD034301,2024-08-31,P234,Automobile,Africa,WH12,778.0,5,S099,20,688,689,Rainy,0.92,2
ORD034302,2023-07-08,P176,Apparel,South America,WH15,575.0,12,S044,23,90,-46,Stormy,0.82,6
ORD034303,2024-02-15,P408,Groceries,South America,WH18,684.0,2,S094,29,302,339,Clear,0.89,3
ORD034304,2024-10-12,P366,Furniture,Europe,WH05,494.0,3,S082,12,262,192,Clear,1.46,9
ORD034305,2024-05-15,P048,Furniture,North America,WH11,231.0,11,S029,5,1173,1100,Clear,0.97,2
ORD034306,2022-07-18,P410,Electronics,Africa,WH15,238.0,4,S084,16,679,797,Stormy,0.92,3
ORD034307,2024-02-02,P177,Electronics,Asia,WH11,62.0,3,S031,16,564,620,Stormy,1.4,1
ORD034308,2023-07-04,P474,Electronics,South America,WH13,580.0,1,S010,18,744,882,Snowy,1.23,2
ORD034309,2024-01-28,P216,Furniture,Europe,WH08,295.0,1,S077,18,840,971,Stormy,0.95,1
ORD034310,2023-03-21,P232,Apparel,Africa,WH05,1.0,13,S047,8,621,758,Clear,0.89,8
ORD034311,2023-09-07,P439,Groceries,Africa,WH04,101.0,7,S046,29,331,471,Clear,1.31,4
ORD034312,2023-09-25,P388,Furniture,Asia,WH19,69.0,1,S013,24,226,-6,Rainy,1.24,0
ORD034313,2022-09-09,P049,Electronics,Africa,WH11,471.0,8,S049,21,215,120,Stormy,0.93,5
ORD034314,2023-10-02,P458,Electronics,North America,WH11,182.0,13,S007,11,763,664,Clear,0.91,9
ORD034315,2024-03-31,P098,Groceries,Europe,WH07,37.0,9,S005,20,753,707,Clear,0.87,1
ORD034316,2024-10-20,P300,Electronics,Africa,WH02,496.0,10,S062,22,337,155,Clear,1.46,1
ORD034317,2023-01-10,P285,Automobile,Asia,WH13,568.0,2,S017,11,899,999,Clear,1.14,4
ORD034318,2023-10-21,P282,Apparel,Asia,WH05,504.0,11,S088,9,159,212,Rainy,1.32,3
ORD034319,2022-05-10,P467,Automobile,Asia,WH11,395.0,5,S084,15,588,620,Clear,1.28,0
ORD034320,2025-01-01,P469,Furniture,Africa,WH16,23.0,10,S093,14,414,514,Stormy,1.48,2
ORD034321,2024-03-04,P211,Groceries,North America,WH14,504.0,3,S038,5,177,129,Stormy,1.27,2
ORD034322,2023-04-28,P127,Apparel,Europe,WH09,643.0,14,S085,9,363,264,Clear,0.82,0
ORD034323,2023-12-20,P317,Apparel,Africa,WH01,504.0,7,S033,25,317,427,Snowy,1.09,6
ORD034324,2022-05-15,P296,Automobile,Europe,WH01,498.0,9,S067,5,147,127,Rainy,1.19,5
ORD034325,2022-11-17,P102,Electronics,South America,WH05,112.0,6,S085,13,659,604,Clear,0.91,0
ORD034326,2023-07-24,P019,Furniture,Africa,WH18,620.0,2,S021,22,70,186,Rainy,1.2,6
ORD034327,2022-05-09,P210,Electronics,Europe,WH13,281.0,7,S058,29,325,165,Clear,1.5,9
ORD034328,2023-06-16,P142,Apparel,Europe,WH14,824.0,12,S072,12,568,525,Clear,1.04,1
ORD034329,2024-09-18,P291,Electronics,South America,WH14,878.0,1,S058,7,831,955,Clear,1.39,9
ORD034330,2023-09-22,P338,Furniture,North America,WH16,632.0,4,S087,22,566,474,Clear,1.45,9
ORD034331,2024-11-02,P348,Apparel,South America,WH01,395.0,13,S039,27,351,225,Rainy,1.02,5
ORD034332,2023-06-01,P147,Electronics,North America,WH08,504.0,13,S012,17,374,524,Stormy,1.33,8
ORD034333,2024-05-14,P089,Groceries,South America,WH06,789.0,12,S062,18,466,329,Clear,0.83,9
ORD034334,2023-07-18,P335,Electronics,Africa,WH05,40.0,5,S029,13,496,605,Snowy,1.0,1
ORD034335,2023-10-30,P240,Groceries,North America,WH03,408.0,5,S012,8,854,737,Clear,1.3,7
ORD034336,2023-04-26,P369,Automobile,Africa,WH11,792.0,3,S037,7,242,91,Stormy,0.81,2
ORD034337,2023-02-04,P387,Furniture,South America,WH06,414.0,11,S009,18,896,890,Clear,1.48,6
ORD034338,2024-10-11,P343,Groceries,Europe,WH07,902.0,12,S082,24,622,720,Clear,0.83,3
ORD034339,2024-10-18,P434,Furniture,North America,WH05,504.0,8,S083,25,543,357,Clear,0.85,4
ORD034340,2023-04-01,P237,Automobile,South America,WH11,504.0,7,S032,14,371,547,Rainy,1.39,9
ORD034341,2024-12-22,P140,Electronics,Europe,WH17,421.0,3,S016,11,1087,1025,Clear,0.94,1
ORD034342,2023-02-24,P096,Electronics,Africa,WH06,355.0,8,S075,21,596,625,Clear,1.18,5
ORD034343,2022-12-11,P499,Groceries,Africa,WH08,370.0,9,S079,10,620,578,Clear,0.93,6
ORD034344,2023-04-14,P182,Automobile,South America,WH13,713.0,3,S032,21,524,502,Clear,1.33,9
ORD034345,2022-08-15,P348,Electronics,Asia,WH01,504.0,10,S052,15,552,313,Clear,1.04,1
ORD034346,2025-03-09,P226,Apparel,North America,WH16,960.0,4,S004,8,643,415,Clear,1.38,3
ORD034347,2024-07-02,P193,Automobile,Europe,WH17,550.0,6,S054,21,191,433,Clear,1.24,2
ORD034348,2023-02-25,P138,Apparel,South America,WH08,992.0,13,S098,14,760,689,Rainy,1.1,0
ORD034349,2025-03-05,P370,Apparel,Asia,WH06,741.0,3,S065,29,1081,910,Clear,1.18,8
ORD034350,2023-03-05,P283,Automobile,Europe,WH12,504.0,6,S008,29,974,888,Rainy,0.84,2
ORD034351,2025-02-11,P076,Electronics,South America,WH01,56.0,5,S067,13,615,535,Clear,1.38,0
ORD034352,2023-03-16,P493,Automobile,Asia,WH04,77.0,2,S059,24,273,128,Rainy,1.15,8
ORD034353,2024-12-23,P356,Electronics,Asia,WH07,158.0,13,S060,5,210,135,Stormy,1.36,5
ORD034354,2022-12-16,P245,Furniture,Europe,WH10,504.0,14,S009,23,764,594,Stormy,0.96,8
ORD034355,2022-10-21,P353,Apparel,North America,WH05,102.0,9,S051,17,1166,1133,Clear,1.28,2
ORD034356,2022-05-14,P324,Groceries,South America,WH05,574.0,11,S057,8,768,922,Clear,1.45,7
ORD034357,2022-05-28,P405,Automobile,Africa,WH18,968.0,12,S007,20,420,213,Clear,1.49,6
ORD034358,2023-06-30,P148,Groceries,Asia,WH06,504.0,4,S054,24,622,418,Clear,0.8,6
ORD034359,2025-01-02,P370,Furniture,South America,WH11,132.0,9,S010,6,830,952,Clear,0.99,6
ORD034360,2023-05-04,P145,Furniture,Asia,WH13,764.0,1,S034,12,943,850,Clear,0.92,2
ORD034361,2022-03-31,P116,Apparel,Europe,WH19,544.0,12,S077,26,116,19,Clear,1.06,2
ORD034362,2025-03-01,P302,Groceries,South America,WH07,596.0,12,S050,16,477,435,Rainy,0.89,9
ORD034363,2022-10-03,P418,Furniture,Africa,WH14,433.0,7,S015,20,548,360,Clear,1.23,6
ORD034364,2023-06-29,P334,Apparel,Europe,WH01,102.0,6,S063,21,249,403,Snowy,1.26,3
ORD034365,2024-08-09,P010,Automobile,Europe,WH11,386.0,12,S072,5,998,991,Snowy,1.5,7
ORD034366,2024-11-03,P121,Automobile,Africa,WH07,287.0,2,S018,27,644,745,Clear,1.22,7
ORD034367,2024-06-09,P148,Groceries,Asia,WH07,778.0,10,S015,23,487,693,Snowy,1.48,1
ORD034368,2023-05-02,P448,Apparel,South America,WH14,853.0,4,S017,25,474,514,Clear,1.31,6
ORD034369,2023-07-28,P446,Apparel,Africa,WH05,848.0,7,S010,24,316,179,Rainy,1.15,1
ORD034370,2022-07-13,P227,Apparel,Europe,WH05,983.0,8,S069,8,448,446,Clear,1.29,1
ORD034371,2023-11-11,P463,Electronics,North America,WH04,263.0,10,S078,12,555,400,Snowy,0.92,8
ORD034372,2023-02-27,P423,Furniture,Europe,WH09,635.0,13,S084,8,484,398,Rainy,1.48,8
ORD034373,2024-06-11,P219,Apparel,Asia,WH04,609.0,10,S037,19,802,781,Stormy,1.42,1
ORD034374,2023-12-28,P318,Electronics,Africa,WH02,518.0,10,S005,6,362,289,Snowy,1.43,2
ORD034375,2024-05-06,P079,Electronics,South America,WH03,498.0,11,S035,18,172,349,Clear,1.08,9
ORD034376,2023-07-24,P467,Automobile,Asia,WH17,699.0,6,S055,25,614,823,Rainy,1.05,6
ORD034377,2023-04-10,P346,Furniture,Asia,WH16,897.0,8,S070,15,1202,1042,Clear,0.85,3
ORD034378,2024-09-28,P140,Automobile,Europe,WH13,429.0,12,S027,18,357,250,Rainy,0.85,5
ORD034379,2023-06-27,P024,Furniture,Asia,WH01,18.0,5,S069,17,1081,1126,Clear,1.46,2
ORD034380,2023-02-27,P309,Automobile,North America,WH09,473.0,5,S038,14,265,110,Rainy,1.42,0
ORD034381,2024-04-27,P228,Electronics,Africa,WH06,504.0,7,S036,7,147,279,Clear,1.11,6
ORD034382,2022-08-10,P289,Apparel,Europe,WH04,77.0,6,S057,28,143,31,Clear,0.93,1
ORD034383,2022-11-25,P325,Apparel,South America,WH11,152.0,13,S080,14,210,147,Clear,1.0,8
ORD034384,2023-02-21,P329,Furniture,Europe,WH08,788.0,4,S094,13,141,339,Clear,0.97,7
ORD034385,2024-01-20,P360,Apparel,Europe,WH18,424.0,4,S028,7,288,258,Clear,1.35,7
ORD034386,2022-06-30,P462,Automobile,Europe,WH18,316.0,12,S057,23,314,241,Snowy,1.1,2
ORD034387,2023-10-30,P430,Automobile,South America,WH12,936.0,1,S029,12,414,258,Clear,1.16,9
ORD034388,2022-04-08,P100,Groceries,South America,WH12,980.0,13,S086,10,491,444,Stormy,1.28,3
ORD034389,2022-12-22,P089,Groceries,North America,WH19,428.0,1,S082,6,934,1087,Clear,0.96,1
ORD034390,2024-08-17,P007,Apparel,South America,WH04,177.0,3,S069,12,551,629,Rainy,1.44,9
ORD034391,2024-10-07,P354,Furniture,Africa,WH16,477.0,8,S025,17,231,68,Clear,0.87,1
ORD034392,2023-11-24,P171,Electronics,Asia,WH08,504.0,7,S080,22,174,233,Clear,1.01,9
ORD034393,2022-11-07,P263,Automobile,South America,WH16,98.0,6,S022,24,885,1069,Clear,0.98,2
ORD034394,2024-10-07,P351,Groceries,Europe,WH11,504.0,7,S034,21,445,442,Rainy,1.04,9
ORD034395,2023-01-24,P372,Furniture,Africa,WH05,289.0,9,S070,6,239,235,Clear,0.95,4
ORD034396,2024-07-01,P317,Electronics,Africa,WH16,748.0,5,S093,26,358,333,Clear,1.43,1
ORD034397,2023-06-20,P032,Electronics,Europe,WH01,797.0,1,S057,21,898,787,Clear,1.0,4
ORD034398,2023-10-27,P213,Furniture,North America,WH02,212.0,6,S047,29,124,190,Stormy,1.21,7
ORD034399,2024-07-01,P497,Electronics,South America,WH15,567.0,2,S074,10,563,371,Clear,1.24,5
ORD034400,2024-12-04,P059,Groceries,South America,WH01,516.0,11,S072,29,580,613,Rainy,1.09,6
ORD034401,2022-08-11,P335,Apparel,North America,WH04,765.0,13,S022,29,486,521,Rainy,1.23,2
ORD034402,2023-03-01,P030,Automobile,North America,WH12,481.0,14,S009,27,978,1031,Clear,1.19,5
ORD034403,2023-05-30,P260,Groceries,Europe,WH07,312.0,6,S067,14,174,77,Rainy,1.17,3
ORD034404,2023-04-13,P034,Groceries,South America,WH05,504.0,3,S037,18,415,494,Clear,1.29,4
ORD034405,2022-03-20,P137,Automobile,Asia,WH03,505.0,10,S055,10,345,404,Snowy,1.43,9
ORD034406,2023-08-30,P316,Apparel,South America,WH01,894.0,11,S050,15,225,179,Rainy,1.13,6
ORD034407,2022-10-20,P460,Apparel,Africa,WH01,912.0,3,S055,12,295,230,Clear,1.26,1
ORD034408,2024-08-01,P222,Electronics,South America,WH09,504.0,3,S029,11,737,846,Rainy,0.93,7
ORD034409,2022-03-26,P408,Electronics,Asia,WH12,504.0,11,S021,15,1041,1155,Clear,1.08,0
ORD034410,2024-05-17,P115,Electronics,Africa,WH06,610.0,2,S095,27,158,327,Clear,0.97,7
ORD034411,2024-02-16,P183,Groceries,Asia,WH09,883.0,12,S023,29,284,290,Rainy,1.38,5
ORD034412,2023-06-15,P247,Electronics,Europe,WH10,504.0,8,S073,18,137,80,Clear,1.08,1
ORD034413,2022-10-25,P029,Apparel,Africa,WH10,990.0,5,S027,20,463,333,Rainy,1.46,5
ORD034414,2023-02-13,P310,Furniture,North America,WH06,504.0,6,S006,19,502,644,Clear,1.1,1
ORD034415,2022-08-28,P179,Groceries,North America,WH13,632.0,2,S017,21,832,818,Clear,1.15,5
ORD034416,2023-07-25,P377,Groceries,Asia,WH02,212.0,3,S025,6,776,858,Clear,0.98,9
ORD034417,2022-08-09,P278,Furniture,Africa,WH18,589.0,14,S024,19,110,-10,Clear,0.85,7
ORD034418,2022-04-19,P483,Groceries,Europe,WH19,173.0,7,S036,22,1039,1135,Rainy,1.11,1
ORD034419,2024-11-28,P276,Furniture,Africa,WH16,202.0,5,S078,6,287,501,Snowy,1.18,7
ORD034420,2023-01-16,P293,Groceries,South America,WH03,59.0,11,S029,16,135,238,Clear,1.43,7
ORD034421,2023-12-16,P128,Furniture,Europe,WH18,504.0,6,S044,10,440,209,Clear,1.35,0
ORD034422,2022-11-09,P233,Furniture,Europe,WH15,504.0,5,S085,22,959,839,Clear,1.11,2
ORD034423,2024-09-16,P307,Apparel,South America,WH15,7.0,1,S099,7,856,1079,Clear,1.42,0
ORD034424,2024-09-04,P073,Furniture,South America,WH15,504.0,1,S065,22,485,554,Clear,0.81,7
ORD034425,2024-07-17,P373,Furniture,Europe,WH17,958.0,10,S024,10,1092,1171,Clear,1.38,1
ORD034426,2023-01-12,P214,Automobile,Africa,WH10,773.0,10,S042,28,291,256,Clear,1.33,2
ORD034427,2023-11-21,P434,Groceries,South America,WH03,532.0,11,S079,29,198,391,Stormy,1.39,5
ORD034428,2023-09-19,P208,Groceries,North America,WH15,504.0,13,S089,28,601,468,Clear,1.29,1
ORD034429,2024-04-18,P322,Electronics,North America,WH07,701.0,14,S064,11,388,284,Stormy,1.17,2
ORD034430,2024-08-28,P062,Furniture,South America,WH03,77.0,7,S026,22,528,636,Clear,1.03,9
ORD034431,2024-11-10,P252,Furniture,Africa,WH01,781.0,3,S059,24,663,671,Clear,0.9,7
ORD034432,2022-09-25,P044,Groceries,South America,WH06,830.0,3,S052,12,346,449,Clear,1.13,2
ORD034433,2025-02-09,P370,Electronics,Europe,WH02,615.0,1,S001,18,1016,1017,Snowy,1.24,3
ORD034434,2023-12-20,P279,Apparel,North America,WH16,504.0,8,S062,18,918,874,Clear,0.92,1
ORD034435,2022-11-21,P349,Furniture,Africa,WH08,78.0,1,S051,6,203,117,Snowy,1.04,0
ORD034436,2022-10-07,P011,Automobile,Europe,WH08,959.0,5,S046,21,729,735,Clear,1.19,6
ORD034437,2023-07-27,P182,Groceries,South America,WH08,405.0,5,S057,26,366,390,Clear,1.3,6
ORD034438,2022-04-02,P183,Electronics,Africa,WH09,143.0,10,S039,21,510,516,Rainy,0.89,9
ORD034439,2024-06-10,P061,Furniture,North America,WH08,779.0,13,S048,28,144,170,Clear,1.03,4
ORD034440,2024-01-30,P483,Electronics,Africa,WH14,504.0,3,S081,10,261,346,Clear,0.85,5
ORD034441,2022-04-03,P180,Automobile,South America,WH08,504.0,2,S087,29,264,379,Clear,1.24,7
ORD034442,2023-06-05,P123,Electronics,Asia,WH17,84.0,10,S004,9,442,304,Clear,1.08,3
ORD034443,2024-03-22,P022,Groceries,North America,WH19,690.0,12,S096,15,1099,904,Snowy,1.34,5
ORD034444,2023-01-02,P003,Apparel,Asia,WH04,698.0,2,S031,24,1179,1235,Clear,0.87,3
ORD034445,2022-05-18,P239,Apparel,North America,WH13,958.0,12,S018,15,892,1009,Clear,0.88,4
ORD034446,2023-07-26,P204,Apparel,Africa,WH19,637.0,10,S032,9,445,444,Rainy,1.12,8
ORD034447,2022-05-29,P321,Electronics,South America,WH01,489.0,9,S091,16,866,1050,Stormy,0.89,0
ORD034448,2024-08-31,P246,Furniture,Europe,WH06,713.0,2,S071,17,693,611,Clear,1.37,4
ORD034449,2023-12-09,P186,Furniture,Europe,WH02,354.0,14,S026,25,745,613,Clear,0.88,8
ORD034450,2022-04-10,P171,Furniture,South America,WH15,705.0,7,S077,26,448,515,Clear,1.26,0
ORD034451,2024-01-23,P346,Automobile,North America,WH05,504.0,7,S010,27,616,691,Clear,1.19,2
ORD034452,2022-06-05,P482,Furniture,South America,WH15,176.0,11,S065,11,481,548,Rainy,1.45,5
ORD034453,2023-07-13,P061,Groceries,Asia,WH10,289.0,3,S068,19,517,487,Clear,1.27,9
ORD034454,2022-03-20,P349,Electronics,Africa,WH09,674.0,1,S018,5,316,479,Rainy,1.31,0
ORD034455,2024-11-07,P053,Groceries,Asia,WH11,504.0,14,S061,19,539,523,Clear,0.94,2
ORD034456,2023-03-17,P494,Apparel,Asia,WH06,655.0,12,S010,11,1197,986,Clear,1.42,9
ORD034457,2023-06-28,P161,Groceries,North America,WH02,77.0,2,S045,19,342,154,Rainy,0.84,8
ORD034458,2024-02-01,P224,Groceries,South America,WH10,583.0,13,S025,23,862,850,Clear,1.37,2
ORD034459,2023-03-19,P025,Groceries,Africa,WH15,504.0,7,S054,8,161,167,Clear,0.81,9
ORD034460,2022-12-17,P306,Automobile,North America,WH05,504.0,3,S059,14,121,184,Stormy,0.96,5
ORD034461,2023-02-17,P498,Electronics,South America,WH15,875.0,12,S080,8,496,419,Clear,1.17,9
ORD034462,2024-06-06,P303,Furniture,Europe,WH02,512.0,2,S099,13,899,1076,Clear,0.97,1
ORD034463,2023-11-18,P122,Groceries,Europe,WH18,504.0,14,S050,9,686,695,Clear,1.46,0
ORD034464,2024-05-15,P186,Apparel,North America,WH12,504.0,14,S082,22,285,234,Clear,1.43,3
ORD034465,2023-11-07,P356,Electronics,North America,WH18,196.0,4,S068,11,640,536,Clear,1.22,2
ORD034466,2022-05-20,P066,Electronics,Asia,WH15,920.0,9,S077,11,1030,882,Snowy,0.81,9
ORD034467,2022-10-15,P207,Groceries,Africa,WH10,421.0,11,S087,23,683,708,Clear,1.24,0
ORD034468,2023-05-04,P269,Electronics,Africa,WH14,504.0,2,S069,19,106,204,Clear,1.18,4
ORD034469,2023-09-17,P426,Electronics,South America,WH12,755.0,3,S064,11,237,319,Clear,1.46,9
ORD034470,2023-10-06,P015,Electronics,South America,WH07,467.0,7,S091,28,853,899,Clear,1.44,3
ORD034471,2023-09-05,P006,Electronics,South America,WH01,296.0,3,S033,22,101,200,Clear,1.23,3
ORD034472,2025-02-17,P253,Apparel,Europe,WH08,141.0,6,S077,11,686,815,Stormy,1.17,1
ORD034473,2022-07-09,P085,Apparel,Asia,WH17,933.0,14,S049,20,915,728,Clear,0.92,2
ORD034474,2022-08-12,P042,Apparel,North America,WH05,450.0,6,S031,12,627,711,Rainy,1.44,8
ORD034475,2025-02-27,P218,Furniture,South America,WH13,856.0,6,S088,8,242,357,Rainy,0.94,2
ORD034476,2024-11-22,P163,Apparel,South America,WH12,624.0,6,S089,11,340,355,Clear,1.19,2
ORD034477,2024-12-12,P237,Furniture,Asia,WH15,36.0,8,S096,5,733,574,Clear,1.12,3
ORD034478,2023-05-22,P082,Groceries,Africa,WH03,378.0,6,S044,25,641,678,Stormy,1.4,6
ORD034479,2023-01-28,P262,Electronics,South America,WH04,504.0,10,S081,17,624,584,Clear,1.0,1
ORD034480,2022-11-11,P078,Apparel,Africa,WH01,929.0,7,S011,14,667,598,Clear,1.46,5
ORD034481,2023-06-22,P402,Groceries,Africa,WH19,504.0,10,S020,10,228,293,Clear,1.01,9
ORD034482,2022-10-03,P299,Electronics,South America,WH08,268.0,4,S092,14,751,608,Stormy,0.97,5
ORD034483,2023-09-14,P148,Groceries,Africa,WH14,63.0,13,S006,28,315,438,Clear,0.97,1
ORD034484,2024-04-10,P463,Automobile,South America,WH08,504.0,4,S041,23,455,449,Rainy,1.15,6
ORD034485,2024-07-19,P437,Electronics,North America,WH07,489.0,5,S099,19,354,209,Snowy,0.96,4
ORD034486,2024-05-08,P109,Electronics,Asia,WH13,504.0,9,S068,18,1272,1031,Rainy,1.21,3
ORD034487,2023-09-06,P048,Furniture,South America,WH16,504.0,1,S012,12,603,768,Clear,1.5,1
ORD034488,2023-07-14,P155,Electronics,South America,WH10,350.0,13,S086,29,516,429,Stormy,1.21,5
ORD034489,2023-10-07,P472,Groceries,South America,WH14,856.0,3,S097,29,441,598,Rainy,1.5,2
ORD034490,2024-07-01,P076,Automobile,Africa,WH15,288.0,10,S009,19,354,336,Rainy,1.11,6
ORD034491,2024-01-04,P129,Automobile,North America,WH13,504.0,3,S040,29,495,360,Stormy,1.31,5
ORD034492,2023-04-23,P119,Apparel,North America,WH03,785.0,8,S086,20,1197,1004,Rainy,0.96,2
ORD034493,2023-12-31,P270,Apparel,Europe,WH04,806.0,4,S096,22,1013,985,Clear,0.93,5
ORD034494,2024-10-18,P416,Groceries,North America,WH04,74.0,9,S075,18,214,235,Clear,0.86,8
ORD034495,2022-03-29,P323,Apparel,Europe,WH19,201.0,11,S093,9,1056,1017,Clear,1.44,2
ORD034496,2024-11-13,P010,Automobile,Asia,WH05,471.0,11,S003,6,509,382,Clear,0.85,7
ORD034497,2025-02-10,P410,Automobile,Europe,WH06,664.0,6,S045,13,386,290,Rainy,1.3,2
ORD034498,2023-01-15,P223,Furniture,Europe,WH04,918.0,12,S072,24,796,836,Stormy,0.8,5
ORD034499,2024-02-17,P330,Electronics,North America,WH11,495.0,4,S006,9,1155,1189,Clear,1.14,9
ORD034500,2023-04-15,P065,Electronics,Europe,WH04,504.0,5,S060,8,513,392,Clear,1.04,3
ORD034501,2024-01-21,P178,Apparel,North America,WH08,194.0,11,S093,11,541,658,Clear,1.48,8
ORD034502,2024-11-08,P177,Groceries,South America,WH05,504.0,8,S070,21,441,387,Clear,1.37,5
ORD034503,2024-07-26,P032,Electronics,North America,WH03,848.0,6,S081,25,446,442,Stormy,1.48,1
ORD034504,2022-10-11,P339,Electronics,South America,WH05,60.0,2,S037,10,837,945,Rainy,1.11,1
ORD034505,2023-04-17,P065,Automobile,Europe,WH19,301.0,7,S017,5,997,1001,Clear,1.3,0
ORD034506,2022-11-27,P026,Apparel,Europe,WH03,504.0,4,S086,7,1035,829,Clear,0.83,4
ORD034507,2022-07-07,P197,Groceries,Europe,WH10,633.0,13,S052,17,154,276,Rainy,0.98,1
ORD034508,2023-02-11,P410,Furniture,Africa,WH08,504.0,10,S030,25,548,603,Clear,1.37,4
ORD034509,2023-02-26,P230,Groceries,Asia,WH13,144.0,3,S050,27,348,308,Clear,1.02,2
ORD034510,2022-11-02,P065,Apparel,North America,WH13,561.0,10,S052,15,566,506,Snowy,0.94,6
ORD034511,2023-06-06,P478,Groceries,Asia,WH15,504.0,11,S089,27,767,743,Rainy,1.14,3
ORD034512,2024-06-19,P241,Electronics,Europe,WH04,773.0,10,S070,7,211,278,Rainy,1.28,4
ORD034513,2023-11-12,P396,Groceries,North America,WH01,504.0,2,S073,7,778,748,Clear,1.16,4
ORD034514,2022-06-20,P484,Apparel,North America,WH16,590.0,6,S047,22,1173,1196,Clear,0.95,4
ORD034515,2023-10-03,P292,Groceries,Europe,WH04,136.0,9,S068,6,432,303,Clear,1.39,2
ORD034516,2023-06-19,P152,Apparel,Asia,WH04,703.0,9,S044,23,1266,1152,Clear,0.9,8
ORD034517,2023-07-27,P426,Electronics,South America,WH15,680.0,13,S095,27,430,444,Clear,1.09,8
ORD034518,2023-12-05,P311,Automobile,Asia,WH19,106.0,9,S058,25,728,664,Clear,1.05,2
ORD034519,2025-02-08,P183,Groceries,Asia,WH03,477.0,6,S093,14,1167,1114,Snowy,0.94,5
ORD034520,2025-02-21,P089,Electronics,South America,WH04,110.0,8,S015,14,133,129,Clear,1.43,7
ORD034521,2022-07-19,P264,Automobile,South America,WH05,684.0,4,S028,9,661,664,Clear,1.4,2
ORD034522,2023-07-04,P460,Electronics,South America,WH09,883.0,4,S009,9,157,202,Clear,1.05,8
ORD034523,2024-03-06,P189,Automobile,Europe,WH07,611.0,9,S058,9,979,1106,Rainy,0.98,5
ORD034524,2023-05-24,P027,Automobile,Africa,WH15,504.0,7,S061,14,669,714,Clear,1.3,3
ORD034525,2022-06-07,P251,Furniture,Europe,WH01,599.0,13,S056,20,391,515,Rainy,1.11,4
ORD034526,2024-05-08,P460,Automobile,Africa,WH18,331.0,14,S024,22,240,52,Rainy,1.38,0
ORD034527,2022-04-10,P191,Automobile,Asia,WH01,504.0,6,S056,14,565,475,Clear,1.06,6
ORD034528,2024-07-21,P128,Electronics,Asia,WH05,345.0,7,S062,17,552,583,Clear,1.49,7
ORD034529,2022-05-25,P416,Apparel,Asia,WH11,504.0,4,S012,25,1166,1075,Clear,1.22,7
ORD034530,2023-10-23,P316,Automobile,South America,WH16,492.0,5,S094,20,216,112,Clear,1.08,8
ORD034531,2025-01-07,P419,Automobile,North America,WH07,433.0,1,S075,11,369,282,Rainy,1.36,1
ORD034532,2022-08-13,P144,Apparel,North America,WH01,504.0,3,S014,5,1093,1208,Rainy,0.93,9
ORD034533,2023-10-18,P420,Automobile,South America,WH12,431.0,12,S084,5,549,681,Clear,1.06,4
ORD034534,2022-05-10,P312,Groceries,South America,WH01,504.0,14,S092,8,383,242,Stormy,1.27,1
ORD034535,2023-05-14,P158,Groceries,Asia,WH06,244.0,9,S072,9,559,595,Clear,1.38,2
ORD034536,2022-08-03,P229,Electronics,Africa,WH08,589.0,12,S018,22,361,270,Clear,1.48,6
ORD034537,2023-10-03,P381,Furniture,North America,WH03,448.0,10,S038,28,218,396,Snowy,1.2,5
ORD034538,2025-01-16,P032,Groceries,Europe,WH15,504.0,8,S090,24,234,212,Clear,0.83,6
ORD034539,2025-01-09,P079,Groceries,South America,WH07,688.0,13,S021,23,212,334,Clear,1.29,0
ORD034540,2025-02-23,P277,Automobile,Europe,WH09,384.0,13,S033,20,257,352,Rainy,1.0,5
ORD034541,2022-07-29,P056,Automobile,South America,WH11,504.0,11,S032,27,171,258,Clear,0.85,7
ORD034542,2022-09-04,P424,Groceries,North America,WH02,473.0,12,S084,5,1142,1085,Clear,1.24,6
ORD034543,2024-07-21,P349,Groceries,Africa,WH06,826.0,13,S092,16,365,397,Clear,0.81,2
ORD034544,2022-10-19,P054,Automobile,North America,WH15,504.0,14,S074,21,1154,1072,Clear,1.07,1
ORD034545,2022-11-24,P414,Apparel,Asia,WH09,370.0,12,S054,10,825,763,Clear,1.07,9
ORD034546,2024-06-03,P473,Groceries,Europe,WH14,449.0,1,S035,17,660,622,Clear,1.29,6
ORD034547,2022-12-09,P020,Furniture,Asia,WH09,614.0,11,S067,29,729,907,Rainy,1.3,4
ORD034548,2022-10-24,P202,Apparel,Europe,WH06,504.0,2,S015,9,588,435,Clear,1.45,1
ORD034549,2024-08-13,P223,Furniture,North America,WH16,361.0,10,S014,24,777,855,Snowy,1.2,3
ORD034550,2023-11-08,P129,Furniture,South America,WH10,504.0,8,S066,13,733,711,Clear,1.29,5
ORD034551,2024-02-13,P330,Electronics,Europe,WH18,141.0,14,S051,18,1076,1029,Clear,1.19,8
ORD034552,2024-09-19,P146,Automobile,Asia,WH15,327.0,7,S030,19,711,608,Clear,1.29,0
